Name,TwitterHandle,Date,TweetUrl,Text,Location,TimeZone,Language,VizPic,Latitude,Longitude
Natasha K,data_hungry,2018-02-05 13:06:55,https://t.co/EJ2FqxOdF2,In #MakeoverMonday 2018 Wk6 we look at the demographic of MBL players. My personal challenge was to find a story in… https://t.co/EJ2FqxOdF2,"London, England",,en,,51.5073219,-0.1276474
Daniel Caroli,Danifornication,2018-02-05 12:09:59,https://t.co/8PjJ4RFgT4,"Baseball Demographics – 1947 to 2016
#MakeoverMonday #VisualizeDiversity 
 
https://t.co/8PjJ4RFgT4 https://t.co/Fab2m405di","Reading, England",London,en,http://pbs.twimg.com/media/DVRUmmiXcAA8z4c.jpg,51.456659,-0.9696512
Sarah Bartlett,sarahlovesdata,2018-02-05 11:42:47,https://t.co/kyeXOHtN7p,#MakeoverMonday Week 6 - How ethnically diverse is the MLB? #VisualizeDiversity #Tableau @tableaupublic… https://t.co/kyeXOHtN7p,"Basingstoke, England",London,en,,51.262826,-1.0861976
Klaus Schulte,ProfDrKSchulte,2018-02-05 11:41:21,https://t.co/iiv4dWjbdF,#MakeoverMonday week 6: Baseball Demographics (1947-2016). Found a well-known pattern. #BlackHistoryMonth… https://t.co/iiv4dWjbdF,"Münster, Deutschland",,en,,51.9501317,7.61330165026119
Jamie Smyth,JamieAndData,2018-02-05 10:50:46,https://t.co/d8VkkOhYo0,First ever attempt at a sunburst chart in Tableau for this weeks #MakeoverMonday. Probably not the best use case bu… https://t.co/d8VkkOhYo0,"London, England",,en,,51.5073219,-0.1276474
Chithresh,chithreshsuresh,2018-02-05 10:34:42,https://t.co/fwS0hDR81S,#MakeoverMonday Week 6 My submission on The Declining percentage of Afro American MLB Players over the years . What… https://t.co/fwS0hDR81S,"Melbourne, Victoria",,en,,-37.8142176,144.9631608
Gott,gott9_0,2018-02-05 10:16:57,https://t.co/v8drgQjfQS,"#Makeovermonday Well I guess Baseball is not my thing :/ Lack of inspiration and creativity today, any tips on how… https://t.co/v8drgQjfQS","Manchester, England",Paris,en,,53.4791301,-2.2441009
Charlie Hutcheson,CharlieHTableau,2018-02-05 10:08:56,https://t.co/5T8GY7CicE,"@hatemgkotb Yes. It was one of the original suggested ""rules"" from 2016 when #MakeoverMonday first started. I like… https://t.co/5T8GY7CicE","Salisbury, England",,en,,51.0736612,-1.7951176
Nish Goel,thevizlover,2018-02-05 09:49:07,https://t.co/ZXTRQcRf6v,Small cosmetic tweaks to my #MakeoverMonday week 6 viz. #BlackHistoryMonth focused on % of African American players… https://t.co/ZXTRQcRf6v,"West Midlands, England",London,en,,52.5050033,-1.96439612333127
Robbe Van Laere,RobbeVanLaere,2018-02-05 09:44:03,https://t.co/RmBZoxMkIt,"#MakeoverMonday  - Baseball, a White sport?
https://t.co/RmBZoxMkIt 

Source: https://t.co/HcTuO10IU5 https://t.co/25NDDynwiL",,,en,http://pbs.twimg.com/media/DVQy8PXWkAEfX5F.jpg,,
Adolfo Hernandez,JadolfoHC,2018-02-05 09:17:44,https://t.co/5nQ9Y0NgCz,#MakeoverMonday WK6 - African American players demographics in the @MLB #BlackHistoryMonth. Not sure about the word… https://t.co/5nQ9Y0NgCz,Mexico,,en,,19.4326009,-99.1333416
Fi Gordon,VizChic,2018-02-05 09:13:13,https://t.co/iYRpaVQjpg,Get involved and celebrate #BlackHistoryMonth Have you completed #MakeOverMonday yet?! https://t.co/iYRpaVQjpg,Sydney,Sydney,en,,-33.8548157,151.2164539
Reinhard Tockner,r_tockner,2018-02-05 08:54:33,https://t.co/fFrrSIX5RV,"#MakeoverMonday . My thoughts about slope charts in a ""historic"" context: data compression = data destruction… https://t.co/fFrrSIX5RV",,,en,,,
Filippo Mastroianni,FilMastroianni,2018-02-05 08:27:24,https://t.co/0UZiM3ydLK,"This week I was inspired a lot by @PabloLGomez, so here's my #MakeoverMonday submission for the last week, What the… https://t.co/0UZiM3ydLK",,Rome,en,,,
Amanda Patist,amanda_patist,2018-02-05 08:15:00,https://t.co/CQ9whchNTm,Excited to join @tableau &amp; the community to support #BlackHistoryMonth. Kicking off the first week with… https://t.co/CQ9whchNTm,"Hackney, London",,en,,51.5432402,-0.0493621
Kashmala Rashid,KashmalaRashid,2018-02-05 08:13:32,https://t.co/hZelFtBOUK,#makeovermonday 2018 week 3 #tableau #MMVizReview. I had a go at the bump chart after being inspired by @aleksoft.… https://t.co/hZelFtBOUK,"Manchester, England",,en,,53.4791301,-2.2441009
koseki,takachat,2018-02-05 06:28:12,https://t.co/tCwKlvFKJr,"#MakeoverMonday Week6 2018 - Baseball Demographics, 1947-2016 | @TriMyData @VizWizBI @tableau… https://t.co/tCwKlvFKJr",,Tokyo,en,,,
Ivan Seow,ivseow,2018-02-05 06:23:45,https://t.co/gCvadRfzbM,Three key trends in African American #baseball participation #MakeoverMonday Week 6 - @YellowfinBI… https://t.co/gCvadRfzbM,"Melbourne, Victoria",Melbourne,en,,-37.8142176,144.9631608
Madhulika Garlapati,MadhulikaReddyG,2018-02-05 06:14:57,https://t.co/WEtESeqCro,Week 6-2018 - Major League Baseball #MakeoverMonday Week6 @VizWizBI #mmvizreview link https://t.co/WEtESeqCro https://t.co/fVG9S2lze8,,Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DVQDUnmU0AAPL-X.jpg,,
Seraj alam,seraj4u,2018-02-05 05:39:57,https://t.co/yNVlaetKNw,"Workout Wednesday -  Dynamic Quarter Highlight @VizWizBI  @TriMyData  
#MakeoverMonday  #VisualizeDiversity… https://t.co/yNVlaetKNw","New Delhi, India",,en,,28.6141793,77.2022662
Emma Urli,EmmaUrliYF,2018-02-05 04:20:16,https://t.co/l3BXQvRpPC,Week 6 submission about the changing demographics of MLB players over the last 50 years @YellowfinBI… https://t.co/l3BXQvRpPC,"Melbourne, Victoria",Sydney,en,,-37.8142176,144.9631608
Nish Goel,thevizlover,2018-02-05 03:03:03,https://t.co/eeixLrvrl0,Here is my #MakeoverMonday week 6 viz: wanted to focus on % of African American players in the MLB mainly reasons f… https://t.co/eeixLrvrl0,"West Midlands, England",London,en,,52.5050033,-1.96439612333127
S P Vishnu Sekhar,JackonJourney,2018-02-05 02:55:47,https://t.co/NUwPufg6cD,#MakeoverMonday ..... https://t.co/NUwPufg6cD,"New Jersey, USA",,und,,40.0757384,-74.4041622
Aparna,AparnaNelapati,2018-02-05 02:12:50,https://t.co/IEDxKGJKJN,"#MakeoverMonday ,@TriMyData ,@VizWizBI  week 6,second insight
https://t.co/IEDxKGJKJN https://t.co/HyCrRmwrN4",,,en,http://pbs.twimg.com/media/DVPL4XzVQAAcd3f.jpg,,
Jambesh,JambesMpt,2018-02-05 01:24:09,https://t.co/1UHfrsEhnU,#MakeoverMonday @VizWizBI @TriMyData #BlackHistoryMonth #VisualizeDiversity First Makeover monday of 2018 - how the… https://t.co/1UHfrsEhnU,"Sunnyvale, CA",Pacific Time (US & Canada),en,,37.3688301,-122.0363496
Aparna,AparnaNelapati,2018-02-05 00:21:57,https://t.co/VBj8N7uEFg,"#MakeoverMonday ,@VizWizBI ,@TriMyData 
Base Ball Demographics(1947-2016)
https://t.co/VBj8N7uEFg https://t.co/49YKCCtGnm",,,en,http://pbs.twimg.com/media/DVOyjLVV4AETOsr.jpg,,
Suraj Shah,surajshah212,2018-02-04 23:50:36,https://t.co/fCEaoIngVr,"Here's my #MakeoverMonday Comparing Player Impact to Player Share in MLB.

https://t.co/fCEaoIngVr
@TriMyData… https://t.co/3aZsagGf2W","Phoenix, AZ",Arizona,en,,33.4485866,-112.0773456
FASHION x ON H St,MimipintoArt,2018-02-04 23:46:11,https://t.co/b4xwPGLXZo,Cushions and throw pillows. Simple #hacks https://t.co/b4xwPGLXZo to quickly maker over and inject excitment in you… https://t.co/G1ZrFSfFOg,London,London,en,,51.5073219,-0.1276474
Pablo Gomez,PabloLGomez,2018-02-04 23:22:13,https://t.co/5aJf8djDZw,Excited to join @tableau &amp; the community to support #BlackHistoryMonth. Kicking off the first week with… https://t.co/5aJf8djDZw,"London, England",Casablanca,en,,51.5073219,-0.1276474
Jack Sandom,JSSandom,2018-02-04 22:48:51,https://t.co/5dIPUZ3GWx,My first ever #MakeoverMonday viz! @VizWizBI @TriMyData week 6 #Tableau #MMVizReview https://t.co/5dIPUZ3GWx https://t.co/cENN0IDocH,"London, England",Amsterdam,en,http://pbs.twimg.com/media/DVOc0VfWsAAkpdA.jpg,51.5073219,-0.1276474
Melly Mel,AdvisorMellyMel,2018-02-04 22:48:12,https://t.co/xeNQBH8bYf,All cleared out and ready for #MakeoverMonday in the Learning Development Center! Excited that we are creating more… https://t.co/xeNQBH8bYf,"Buffalo, NY",Eastern Time (US & Canada),en,,42.8867166,-78.8783922
John DeJesus,JohnnyData22,2018-02-04 22:07:13,https://t.co/QA06CrHBFM,#makeovermonday 2018 wk 6 viz. Focused on the change between African American and Latino Baseball Player Percentage… https://t.co/QA06CrHBFM,"New York, USA",,en,,40.7306458,-73.9866136
Yash Agrawal,yashagrawal157,2018-02-04 21:22:54,https://t.co/oCku82p8zW,"#Tableau
Take a look at week 5 #MakeoverMonday viz 
How much the giants earn in a flick!
@EmmaWhyte @VizWizBI 

For… https://t.co/oCku82p8zW",,Pacific Time (US & Canada),en,,,
Axel W.,genetis,2018-02-04 20:49:10,https://t.co/wQ0E3Nf4pw,"#MakeoverMonday for #BlackHistoryMonth #Tableau #Week06
A bit over an hour...I will probably spend more time over t… https://t.co/wQ0E3Nf4pw",currently: AKL/NZ,Wellington,en,,,
Mark Jurries II,PresbyGuy616,2018-02-04 20:47:38,https://t.co/3dJKZnKL2s,"Baseball is always a fun dataset, if I had more time I'd get into more of the granularity behind this but for high-… https://t.co/3dJKZnKL2s","Grand Rapids, MI",Eastern Time (US & Canada),en,,42.9632405,-85.6678639
Chantal Melser,Mongoosita,2018-02-04 20:43:45,https://t.co/Q2Eg4QTKPK,#MakeoverMonday Week6. Baseball. I need a diagonal referenceline in here (x=y) but I don’t know how to draw one...… https://t.co/Q2Eg4QTKPK,"Nederland, Utrecht.",Amsterdam,en,,52.08095165,5.12768031549829
Dan LaDuke,dan_laduke,2018-02-04 20:43:02,https://t.co/CR4Vaw3eUv,"#makeovermonday @VizWizBI @TriMyData  Week 6 2018  
MLB African American Representation
https://t.co/CR4Vaw3eUv https://t.co/Wr2s9UU0if","St Clair Shores, MI",Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DVN_DTiWsAAGe9W.jpg,42.4969805,-82.8888054
Scott Stoltzman,stoltzmaniac,2018-02-04 19:45:42,https://t.co/HnBrCWuput,Why do people love #rstats for #dataviz so much? One big reason... how easy it is to do data exploration. Could be… https://t.co/HnBrCWuput,"Fort Collins, CO",,en,,40.5508527,-105.0668085
Ann Jackson,AnnUJackson,2018-02-04 19:38:45,https://t.co/Q1N5s7f0ri,Keeping it #simple this week | #MakeoverMonday week 6 | Baseball Demographics with #animation | @VizWizBI… https://t.co/Q1N5s7f0ri,"Phoenix, AZ",,en,,33.4485866,-112.0773456
Bevin Olszewski,Bevinolszewski,2018-02-04 19:26:53,https://t.co/q6b98SCt86,#makeovermonday - Week 6 - Baseball Demographics - a contribution to Black History Month. For those who came before… https://t.co/q6b98SCt86,United Kingdom,London,en,,25.2232283,55.1594933008754
Meenu choudhary,Meenuch78555258,2018-02-04 19:20:21,https://t.co/FzUkj4MW8G,"#MakeoverMonday ,#VisualizeDiversityBaseball Demographics (1947-2016) @VizWizBI @TriMyData

https://t.co/FzUkj4MW8G https://t.co/1ebS4GuFb5",,,en,http://pbs.twimg.com/media/DVNsuOUVoAAMane.jpg,,
Amanda Patist,amanda_patist,2018-02-04 19:10:00,https://t.co/TOxiEFa4e7,Excited to join @tableau &amp; the community to support #BlackHistoryMonth. Kicking off the first week with… https://t.co/TOxiEFa4e7,"Hackney, London",,en,,51.5432402,-0.0493621
Timothy Vermeiren,TimothyVermeire,2018-02-04 18:58:27,https://t.co/MzCqt1yU9s,A simple #makeovermonday to get back on track... https://t.co/MzCqt1yU9s https://t.co/3OtcMycrwx,"Mechelen, België",Brussels,en,http://pbs.twimg.com/media/DVNoYjcW0AI80tE.jpg,51.0281381,4.4803453
Yoshihito Kimura,SimplVizBest_YK,2018-02-04 18:54:35,https://t.co/Myy2stIviT,"#MakeoverMonday W6 #BlackHistoryMonth  Baseball Demographics
Since Jackie Robinson,African American baseball player… https://t.co/Myy2stIviT",?? ??,Pacific Time (US & Canada),ja,,35.6828387,139.7594549
Divya Bharathi,mdivya516,2018-02-04 18:40:46,https://t.co/YnYzLwJk8O,Join us to celebrate #BlackHistoryMonth with #tableau community. We are kicking off the first week with… https://t.co/YnYzLwJk8O,"Bengaluru, India",,en,,12.9791198,77.5912997
matthew m. theis,Matthew_Theis,2018-02-04 18:30:45,https://t.co/CIAcsRXRK2,#makeovermonday gave us a dataset of Baseball Demographics over time.  As it's #BlackHistoryMonth it is interesting… https://t.co/CIAcsRXRK2,"lincoln, NE",Central Time (US & Canada),en,,40.8,-96.667821
tmtmtmtmtmtmtmtm,tiantianmimi,2018-02-04 17:58:02,https://t.co/J0osxQb1Mr,#makeovermonday #tableau @tableaupublic #mmdatacamp @aleksoft @VizWizBI @TriMyData https://t.co/J0osxQb1Mr https://t.co/hcdvRUt3QU,USA,Eastern Time (US & Canada),und,http://pbs.twimg.com/media/DVNadiEU0AAinzL.jpg,39.7837304,-100.4458825
Charlie Hutcheson,CharlieHTableau,2018-02-04 17:53:14,https://t.co/yRgSYqwSFu,Stuck to the old fashioned one hour rule once again for #MakeoverMonday Tried to show impact of ethnicity by compar… https://t.co/yRgSYqwSFu,"Salisbury, England",,en,,51.0736612,-1.7951176
András Szesztai,AndSzesztai,2018-02-04 17:46:54,https://t.co/nQsnzz932F,"#MakeoverMonday 2018/W6 

The Evolution of Baseball Demographics in the U.S. between 1947 and 2016 ???

Great datas… https://t.co/nQsnzz932F",,Paris,en,,,
Henning Huenteler,HHuenteler,2018-02-04 16:48:40,https://t.co/evtfqO3EJC,#makeovermonday kicks off #BlackHistoryMonth with a data set on black #Baseball players. In my submission I compare… https://t.co/evtfqO3EJC,Singapore,,en,,1.2904753,103.8520359
LM-7,LunarModule7,2018-02-04 15:36:49,https://t.co/jkL1muH2YG,"#MakeoverMonday Week 6: ?????????? ?? ???????? ??????? ?? ?????????: ???? &amp; ???? https://t.co/jkL1muH2YG 
?????????… https://t.co/dPOiMp5Whn",,Tokyo,ja,,,
Andrea Tatum,ZumbaTatum,2018-02-04 15:22:13,https://t.co/vY0bV9huKF,So excited to see this project get kicked off!  #VisualizeDiversity during #BlackHistoryMonth with @tableaupublic a… https://t.co/vY0bV9huKF,"Seattle, WA",,en,,47.6038321,-122.3300624
ha{b}a madrina,habamadrina,2018-02-04 15:09:52,https://t.co/TdjO76pt7I,#makeovermonday #dataviz #DataScience https://t.co/TdjO76pt7I,Colombia,Bogota,und,,2.8894434,-73.783892
Mark Bradbourne,MarkBradbourne,2018-02-04 14:39:36,https://t.co/byc5NV9M0u,I know that guy! You should totally join #makeovermonday and @datadotworld in general.. there are all kinds of cool… https://t.co/byc5NV9M0u,"Cleveland, OH",Eastern Time (US & Canada),en,,41.5051613,-81.6934446
datadotworld,datadotworld,2018-02-04 13:00:33,https://t.co/ExFO3FLJyJ,Join the weekly #MakeoverMonday series! Here's one of our favorite visualizations by @MarkBradbourne from this week… https://t.co/ExFO3FLJyJ,"Austin, TX",Central Time (US & Canada),en,,30.2711286,-97.7436995
Nish Goel,thevizlover,2018-02-04 12:56:01,https://t.co/8hzNe3FUJs,"Small tweaks to my #makeovermonday week 03 viz:
added '+' sign next to positive %, highlighted 0% on zero-axis, inc… https://t.co/8hzNe3FUJs","West Midlands, England",London,en,,52.5050033,-1.96439612333127
Mags Kyle,MagsMagsK,2018-02-04 03:43:41,https://t.co/lXbaczOX6c,#MakeoverMonday #Week5 had me wanting to learn about pages. I was excited to find a Ticking Clock solution by… https://t.co/lXbaczOX6c,"Vancouver, British Columbia",,en,,49.2608724,-123.1139529
Marta,m4rt4_gl,2018-02-03 21:45:24,https://t.co/LF0foevQwU,"5th week challenge, I went for a minimalistic whisker plot in yellow&amp;grey  to highlight the outlier Apple in its in… https://t.co/LF0foevQwU",Spain,Paris,en,,40.0028028,-4.003104
Staticum,staticum,2018-02-03 17:24:49,https://t.co/bM6Xdm7sSM,@rosariogaunag @JadolfoHC @VizWizBI @TriMyData @tableaupublic @datadotworld @MarkBradbourne @sianmiller141… https://t.co/bM6Xdm7sSM,"Santiago, Chile",,es,,-33.4377968,-70.6504451
Rockybean,imrockybean,2018-02-03 14:21:46,https://t.co/09aGbHEeVl,"Better late than never! For #MakeoverMonday 2018_week5

https://t.co/09aGbHEeVl https://t.co/SqQ1scQSaF",Shanghai,Beijing,en,http://pbs.twimg.com/media/DVHfgxkUQAA3k_2.jpg,39.4414872,-78.1322246
Yoshihito Kimura,SimplVizBest_YK,2018-02-03 08:39:57,https://t.co/QqvrV4Jncg,"#MakeoverMonday W5 Profit per sec.
Profitable Companies were not built in a day.
A one second profit has been based… https://t.co/QqvrV4Jncg",?? ??,Pacific Time (US & Canada),ja,,35.6828387,139.7594549
Sarah Bartlett,sarahlovesdata,2018-02-03 07:53:52,https://t.co/CNqn4fRmzJ,Excited to see @tableaupublic getting involved with #BlackHistoryMonth! Not only with #MakeoverMonday but… https://t.co/CNqn4fRmzJ,"Basingstoke, England",London,en,,51.262826,-1.0861976
ConsultantsClub,ConsultantsClub,2018-02-03 06:16:33,https://t.co/dBCSfwZ6LI,The latest Intelligent Business Analytics! https://t.co/dBCSfwZ6LI #blackhistorymonth #makeovermonday,"Ontario, Canada",,en,,50.000678,-86.000977
Amy Du,qingdoudou75,2018-02-03 06:03:49,https://t.co/gNItsepHPv,"MakeoverMonday W5 2018:Earnings power of top 25 companies per hour. 
https://t.co/gNItsepHPv
#MakeoverMonday… https://t.co/CMoHCcqHsS",,,en,,,
Marc Soares,Marc_Soares,2018-02-03 03:38:17,https://t.co/Wz27PcsbWT,How much do the most profitable companies earn every second? Anything other than a bar chart this week is overkill:… https://t.co/Wz27PcsbWT,"Toronto, Canada",Eastern Time (US & Canada),en,,43.653963,-79.387207
Tableau Software,tableau,2018-02-03 01:50:04,https://t.co/V5ZLdJdPjb,We're celebrating #BlackHistoryMonth with our community and we can't wait to kick off the first week with… https://t.co/V5ZLdJdPjb,"Seattle, WA",Pacific Time (US & Canada),en,,47.6038321,-122.3300624
Josh Jackson,vizJosh,2018-02-03 00:01:28,https://t.co/MKmVrfFAwo,Week 5 of #MakeoverMonday . Basic re-viz of the original data.  Completed during 1 hour session with my team at wor… https://t.co/MKmVrfFAwo,"Phoenix, AZ",Arizona,en,,33.4485866,-112.0773456
Tableau Public,tableaupublic,2018-02-02 23:42:26,https://t.co/sST1nXnqtG,We are celebrating #BlackHistoryMonth with our community. Kicking off the first week is #MakeoverMonday with sports… https://t.co/sST1nXnqtG,United States,Pacific Time (US & Canada),en,,39.7837304,-100.4458825
Sean Miller,kcmillersean,2018-02-02 21:48:27,https://t.co/sJySUeNbML,"After a quiet time, I'm back. Check out my week 5 #MakeoverMonday looking at what the top companies make per second… https://t.co/sJySUeNbML","Kansas City, MO",Central Time (US & Canada),en,,38.73285,-94.534816
Jade Wimpey,jadewimpey3,2018-02-02 21:07:16,https://t.co/1FdPF8ukjo,"A little late to the game but here's my shot at #Week5 #MakeoverMonday ""What the Most Profitable Companies Make per… https://t.co/1FdPF8ukjo","Clemson, SC",Pacific Time (US & Canada),en,,34.6850749,-82.8364111
Meenu choudhary,Meenuch78555258,2018-02-02 19:44:47,https://t.co/bu2a2LcnxY,"#MakeoverMonday  week5 -2018

https://t.co/bu2a2LcnxY https://t.co/xES71QEGF6",,,en,http://pbs.twimg.com/media/DVDf7ZdV4AAeie3.jpg,,
Pamela Germain,PamelaGFT9,2018-02-02 17:17:11,https://t.co/tgkQQc3ZTZ,"@TriMyData @VizWizBI #MakeoverMonday After listening to VizReview this week, I added a parameter for highlighting,… https://t.co/tgkQQc3ZTZ","Chicago, IL",America/Chicago,en,,41.8755546,-87.6244212
Nish Goel,thevizlover,2018-02-02 17:03:08,https://t.co/M67rrOBFLI,"Eager to learn and improve my design skills, I've just had another go at #makeovermonday week 01 dataset. Need your… https://t.co/M67rrOBFLI","West Midlands, England",London,en,,52.5050033,-1.96439612333127
Slalom Philadelphia,slalomphilly,2018-02-02 16:30:17,https://t.co/Mp9zdVbu5m,"For week 5 of #MakeoverMonday, @agarfinkel215 shares his #dataviz on ""What the most profitable companies make per s… https://t.co/Mp9zdVbu5m","Philadelphia, PA",Eastern Time (US & Canada),en,,39.9523993,-75.1635899
David Hoskins,data_ink,2018-02-02 16:16:56,https://t.co/jIOV3DYKzH,Remember Morongo the Turkey Vulture from #MakeoverMonday week 4? I have created a basic Morongo project in Scratch… https://t.co/jIOV3DYKzH,"Newark-on-Trent, England",London,en,,53.0781867,-0.8100707
Tim Lafferty,TimDoesData,2018-02-02 16:10:11,https://t.co/SydlW1yJ4z,"I took last week off of #MakeoverMonday, but decided to rush something together for this week. How much profit do a… https://t.co/SydlW1yJ4z","Atlanta, GA",Pacific Time (US & Canada),en,,33.7490987,-84.3901849
Doc Kevin Lee Elder,DocKevinElder,2018-02-02 14:42:06,https://t.co/WVTCzhnvXB,Here is a potential one for #MakeoverMonday @McKinsey_MGI could use some help with their #DataViz and therefore the… https://t.co/WVTCzhnvXB,The Middle of Georgia,Eastern Time (US & Canada),en,,33.993875,-84.065285
Mehsam Raza Hemani,LucidDataArtist,2018-02-02 14:38:40,https://t.co/nzrLPUzNGG,#makeovermonday What worlds best companies make meanwhile you wee for 15 minutes? Check out this interesting intera… https://t.co/nzrLPUzNGG,Karachi,Karachi,en,,25.147872,67.1821931713384
Mahfooj Khan,mahfooj01,2018-02-02 13:37:23,https://t.co/aexwlAtDmk,#MakeoverMonday Week5: How much do companies make per second? @VizWizBI @TriMyData https://t.co/aexwlAtDmk https://t.co/Q2dVY8P6Wr,"Kolkata, India",,en,http://pbs.twimg.com/media/DVCLu8TVQAEaMVo.jpg,22.5677459,88.3476023
Ken Flerlage,flerlagekr,2018-02-02 13:28:38,https://t.co/WUYZoYXZPL,"My #TableauFF is Sema Karan (@semakaran). She's a regular participant in #MakeoverMonday
and #WorkoutWednesday and… https://t.co/WUYZoYXZPL","Williamsport, PA",,en,,41.2493292,-77.0027671
Joe Macari,DriveMyData,2018-02-02 11:53:11,https://t.co/GiBRUuVo4X,This weeks #makeovermonday looking at the spread of income within big businesses. First one in a while… https://t.co/GiBRUuVo4X,"Cheltenham, England",Pacific Time (US & Canada),en,,51.8995685,-2.0711559
